"","Food","Calories","Protein","Fat","Glucose","Fibre"
"1080","Bar, cherry & coconut centre, dark chocolate-coated",1785,4.4,22.4,5.9,4.7
"1081","Bar, coconut cream centre, milk chocolate-coated",1778,4.5,22.4,3.4,7.4
"1082","Bar, honeycomb centre, milk chocolate-coated",1772,2.6,16.2,2.2,0.3
"1083","Bar, nougat & caramel centre, milk chocolate-coated",1712,5.2,17.2,7.9,1.6
"1084","Chocolate, compound, cooking",2140,4,30.3,0,4.6
"1085","Chocolate, dark, high cocoa solids",2202,3.9,30.1,0.1,1.2
"1086","Chocolate, milk",2179,7.6,30.5,0,2.3
"1087","Chocolate, milk, fondant or caramel filled",2002,6,24.7,4.1,2
"1088","Chocolate, milk, with dried fruit & nuts",2049,7.8,28,3.9,3
"1089","Chocolate, milk, with nuts",2325,9.9,39.5,0,4.7
"1090","Chocolate, white",2273,7.1,34.5,0,0.2
"1091","Confectionery, almond, chocolate-coated",2210,9.4,33.5,0,3.6
"1092","Confectionery, chocolate centre, sugar-coated",2032,4.8,18.8,0.1,1.8
"1093","Confectionery, dried fruit & nuts, chocolate-coated",2026,9.7,29.5,7,3.8
"1094","Confectionery, peanut, chocolate-coated",2334,13.3,37.7,0,4.3
"1095","Confectionery, sultana, chocolate-coated",1845,6.1,21.5,8.4,2.6
"1096","Chutney or relish, commercial",752,0.5,0.3,18.5,2.2
"1097","Jam, berry",1100,0.3,0,20.5,1.6
"1098","Jam, stone fruit",1050,0.2,0,16.8,0.9
"1099","Jam, plum",1050,0.2,0,16.8,0.9
"1100","Marmalade, orange",1061,0.1,0,15.4,0.8
"1101","Spread, hazelnut & chocolate flavoured",2193,6.8,30.3,0,3.7
"1102","Glucose, liquid or syrup",1268,0,0,19,0
"1103","Honey",1318,0.2,0,33.2,0
"1104","Sugar, brown",1552,0.2,0,1.1,0
"1105","Sugar, raw",1597,0,0,0,0
"1106","Sugar, white, granulated or lump",1600,0,0,0,0
"1107","Sugar, white, icing",1600,0,0,0,0
"1108","Sugar, white, icing mixture",1598,0,0,0,0
"1109","Syrup, golden",1203,0.2,0,25.4,0
"1110","Syrup, maple, pure",1082,0,0.1,1.6,0
"1111","Caramels, soft & hard",1620,2.5,11.4,6.1,1.5
"1112","Jelly crystals, sugar sweetened, all flavours",1582,7.1,0,0.4,0
"1113","Jelly, sugar sweetened, all flavours, prepared",230,1,0,0.1,0
"1114","Liquorice, black",1345,4.9,0.8,7.3,3
"1115","Liquorice, allsorts",1498,1.9,0.3,2.9,1.2
"1116","Liquorice, chocolate-coated",1595,5.7,9.7,5.1,2.8
"1117","Lolly, hard varieties",1566,0,0,0.8,0
"1118","Lolly, jelly varieties",1350,5.3,0,8,0
"1119","Lolly, mint flavoured, sugar sweetened",1588,0.1,2,6.1,0
"1120","Meringue, all flavours, commercial",1538,2.6,1.4,0,0
"1121","Artichoke, globe, raw",145,2.8,0.2,0.4,8.1
"1122","Artichoke, globe, boiled, drained",170,3.3,0.2,0.5,9.5
"1123","Artichoke, jerusalem, peeled, raw",245,2.1,0.1,0.4,3
"1124","Artichoke, jerusalem, peeled, boiled, drained",263,2.3,0.1,0.4,3.2
"1125","Artichoke heart, canned in brine, drained",104,1.9,0.3,0.4,4.7
"1126","Asparagus, green, raw",88,2.5,0.1,0.5,2.2
"1127","Asparagus, green, boiled, drained",104,2.9,0.1,0.6,2.5
"1128","Asparagus, canned in brine, drained",101,1.9,0.1,0.5,3.9
"1129","Avocado, raw",579,1.6,13.2,0,7.5
"1130","Bamboo shoot, canned in water, heated, drained",57,0.8,0,0.4,2.8
"1131","Basil, green, raw",119,2,0.6,0,4.2
"1132","Bean, broad, fresh, raw",235,6.9,0.5,0.2,7.1
"1133","Bean, broad, fresh, boiled, drained",252,7.4,0.5,0.2,7.6
"1134","Bean, butter, fresh, raw",104,2.3,0.2,0.4,2.3
"1135","Bean, butter, fresh, boiled, drained",112,2.5,0.2,0.4,2.5
"1136","Bean, green, fresh, raw",106,1.8,0,1.1,2.8
"1137","Bean, green, fresh, boiled, drained",115,1.9,0,1.2,3
"1138","Bean, green, frozen, boiled, drained",109,1.4,0.2,0.7,3.8
"1139","Beetroot, fresh, purple, peeled, raw",201,1.9,0.1,0,3.5
"1140","Beetroot, fresh, purple, peeled, baked, no added fat",246,2.3,0.1,0,4.3
"1141","Beetroot, fresh, purple, peeled, boiled, drained",217,2,0.1,0,3.8
"1142","Beetroot, canned in brine, drained",199,1.2,0.1,2.2,3.8
"1143","Bok choy, raw",79,2.5,0.2,0.4,2.4
"1144","Bok choy, fried, no added fat",113,3.6,0.3,0.6,3.5
"1145","Bok choy, steamed",82,2.6,0.2,0.4,2.6
"1146","Broccoli, fresh, raw",131,4.7,0.3,0.1,3.7
"1147","Broccoli, fresh, microwaved",113,3.3,0.4,0.7,2.9
"1148","Broccoli, fresh, boiled, drained",100,2.9,0.3,0.6,2.5
"1149","Broccoli, fresh, baked, no added fat",160,5.7,0.4,0.1,4.5
"1150","Broccolini, fresh, raw",122,3.2,0.4,0.7,2.5
"1151","Broccolini, fresh, boiled, drained",127,3.3,0.4,0.7,2.6
"1152","Brussels sprout, fresh, raw",150,3.8,0.3,1,4.5
"1153","Brussels sprout, fresh, boiled, drained",156,4,0.3,1,4.7
"1154","Cabbage, Chinese, raw",44,1.1,0,0.6,1.1
"1155","Cabbage, Chinese, boiled, drained",46,1.1,0,0.6,1.1
"1156","Cabbage, Chinese flowering, raw",71,1.3,0.3,0.5,2.8
"1157","Cabbage, Chinese flowering, boiled, drained",74,1.4,0.3,0.5,2.9
"1158","Cabbage, mustard, raw",77,2.3,0.3,0.4,1.8
"1159","Cabbage, mustard, boiled, drained",80,2.4,0.3,0.4,1.9
"1160","Cabbage, red, raw",122,2.2,0.3,1.2,3.4
"1161","Cabbage, red, boiled, drained",127,2.3,0.3,1.2,3.5
"1162","Cabbage, savoy, raw",90,1.7,0.1,1.3,2.3
"1163","Cabbage, savoy, boiled, drained",93,1.8,0.1,1.4,2.4
"1164","Cabbage, white, raw",91,1.3,0.1,1.6,2.4
"1165","Cabbage, white, boiled, drained",95,1.4,0.1,1.7,2.4
"1166","Capsicum, green, fresh, raw",84,1.5,0.1,1.2,2
"1167","Capsicum, green, fresh, fried, no added fat",93,1.7,0.1,1.3,2.3
"1168","Capsicum, red, fresh, raw",118,1.7,0.2,1.9,1.8
"1169","Capsicum, red, fresh, fried, no added fat",132,1.9,0.2,2.1,2
"1170","Carrot, baby, peeled, fresh, raw",134,0.7,0.1,1.7,3.3
"1171","Carrot, baby, peeled, fresh, boiled, drained",144,0.8,0.1,1.8,3.5
"1172","Carrot, baby, baked, no added fat",146,0.8,0.1,1.8,3.6
"1173","Carrot, mature, peeled, fresh, raw",147,0.6,0,1.1,3.4
"1174","Carrot, mature, peeled, fresh, baked, no added fat",179,0.7,0,1.3,4.1
"1175","Carrot, mature, peeled, fresh, boiled, drained",138,1,0.3,1,3.3
"1176","Cassava, peeled, fresh, raw",587,1.1,0.2,0.2,4.6
"1177","Cassava, peeled, fresh, boiled, drained",632,1.2,0.3,0.2,5
"1178","Cassava, white flesh, peeled, fresh, raw",644,0.6,0.3,0.2,4.6
"1179","Cassava, white flesh, peeled, fresh, boiled, drained",692,0.6,0.3,0.2,4.9
"1180","Cassava, yellow flesh, peeled, fresh, raw",531,1.6,0.2,0.2,4.7
"1181","Cassava, yellow flesh, peeled, fresh, boiled, drained",571,1.7,0.2,0.2,5.1
"1182","Cauliflower, fresh, raw",102,1.9,0.2,1.4,1.2
"1183","Cauliflower, fresh, boiled, drained",107,2,0.2,1.5,1.2
"1184","Celeriac, peeled, raw",159,1.6,0.2,0.4,5.1
"1185","Celeriac, peeled, boiled, drained",171,1.7,0.2,0.4,5.5
"1186","Celery, fresh, raw",62,0.6,0.1,0.7,1.4
"1187","Celery, fresh, fried, no added fat",76,0.7,0.1,0.9,1.8
"1188","Chicory, raw",67,1.8,0.2,0.3,1.8
"1189","Chicory, boiled, drained",79,2.1,0.2,0.4,2.1
"1190","Chilli (chili), green, raw",181,2.8,0.3,0.6,12.9
"1191","Chilli (chili), green, fried, no added fat",201,3.1,0.3,0.7,14.3
"1192","Chilli (chili), red, raw",200,1.4,0.4,1.9,10.6
"1193","Chilli (chili), red, fried, no added fat",222,1.6,0.4,2.1,11.8
"1194","Chives, raw",120,1.5,0.3,0.4,4.7
"1195","Choko, peeled, fresh, raw",87,0.5,0.2,1.4,1.4
"1196","Choko, peeled, fresh, boiled, drained",103,0.6,0.2,1.7,1.7
"1197","Coriander, fresh, leaves & stems",167,3.1,0.7,1.1,3.5
"1198","Corn, fresh on cob, raw",366,3.6,1.8,1,3.8
"1199","Corn, fresh on cob, boiled, drained",381,3.8,1.9,1,4
"1200","Corn, kernels, canned in brine, drained",391,2.9,1,0.2,2.7
"1201","Corn, kernels, purchased frozen, raw",390,3,0.9,0.3,2.5
"1202","Corn, kernels, purchased frozen, boiled, drained",452,3.1,0.9,0.3,3.5
"1203","Cucumber, common, peeled, raw",50,0.4,0.1,1,0.6
"1204","Cucumber, common, unpeeled, raw",50,0.8,0.1,0.6,1.4
"1205","Cucumber, Lebanese, unpeeled, raw",52,0.6,0,1,0.9
"1206","Cucumber, telegraph, unpeeled, raw",56,1.2,0.1,0.6,0.9
"1207","Dill, fresh, raw",170,3.4,1.2,0.8,3.3
"1208","Eggplant, unpeeled, fresh, raw",93,1.1,0.3,1.4,2.4
"1209","Eggplant, unpeeled, fresh, grilled, no added fat",132,1.6,0.4,2,3.5
"1210","Eggplant, unpeeled, fresh, baked, no added fat",109,1.3,0.4,1.6,2.9
"1211","Endive, fresh, raw",58,1.5,0.2,0.1,2.2
"1212","Fennel, fresh, raw",92,1,0.1,1.4,1.8
"1213","Fennel, fresh, boiled, drained",108,1.2,0.1,1.6,2.1
"1214","Garlic, peeled, fresh, raw",522,6.1,2.8,0.4,16.9
"1215","Garlic, peeled, fresh, fried, no added fat",842,9.8,4.5,0.6,27.3
"1216","Gherkin, pickled, drained, commercial",441,0.4,0.3,10.1,0.9
"1217","Ginger, peeled, fresh, raw",132,0.8,0.4,0.8,2.8
"1218","Ginger, peeled, fresh, fried, no added fat",160,1,0.5,1,3.4
"1219","Kohlrabi, peeled, fresh, raw",163,3.7,0.1,1.8,3.3
"1220","Kohlrabi, peeled, fresh, boiled, drained",170,3.9,0.1,1.9,3.4
"1221","Leek, fresh, raw",136,2.1,0.4,1.5,3.1
"1222","Leek, fresh, fried, no added fat",164,2.5,0.5,1.8,3.7
"1223","Leek, fresh, boiled, drained",151,2.3,0.4,1.7,3.4
"1224","Lettuce, cos, raw",80,1.4,0.3,0.8,1.8
"1225","Lettuce, iceberg, raw",38,0.9,0.1,0.2,1.4
"1226","Lettuce, mignonette, raw",64,1.3,0.3,0.5,1.4
"1227","Melon, bitter, fresh, raw",46,0.9,0,0.1,3.3
"1228","Melon, hairy, fresh, raw",61,0.7,0,0.9,2.1
"1229","Mint, fresh, raw",225,3.1,1.1,0.5,7.2
"1230","Mixed vegetables, purchased frozen, carrot, corn & pea/bean, boiled, drained",187,1.8,0.3,0.5,5.9
"1231","Mushroom, common, fresh, raw",86,2.3,0.4,0,1.4
"1232","Mushroom, common, fresh, fried, no added fat",153,4,0.7,0,2.5
"1233","Mushroom, common, vitamin D enhanced, fresh, raw",86,2.3,0.4,0,1.4
"1234","Mushroom, common, vitamin D enhanced, fresh, fried, no added fat",153,4,0.7,0,2.5
"1235","Olive, green or black, drained",856,2,20.5,0,2.3
"1236","Onion, mature, brown skinned, peeled, raw",139,1.3,0,2.2,2.7
"1237","Onion, mature, brown skinned, peeled, fresh, fried, no added fat",224,2.1,0,3.5,4.4
"1238","Onion, mature, white skinned, peeled, fresh, raw",128,1.7,0.1,2.1,2.1
"1239","Onion, mature, white skinned, peeled, fresh, fried, no added fat",203,2.7,0.2,3.3,3.3
"1240","Onion, spring, fresh, raw",127,1.7,0.2,1.9,1.9
"1241","Onion, spring, fresh, fried, no added fat",204,2.7,0.3,3.1,3.1
"1242","Parsley, continental, fresh, raw",100,2.4,0.2,0.3,4.7
"1243","Parsley, curly, fresh, raw",96,1.9,0.2,0.2,5.8
"1244","Parsnip, peeled, fresh, raw",237,1.8,0.2,0.8,3.6
"1245","Parsnip, peeled, fresh, baked, no added fat",289,2.2,0.2,1,4.5
"1246","Parsnip, peeled, fresh, boiled, drained",255,1.9,0.2,0.9,3.9
"1247","Pea, green, fresh, raw",294,5.8,0.4,0.2,5.6
"1248","Pea, green, fresh, boiled, drained",251,4.8,0.4,0,5.2
"1249","Pea, green, frozen, boiled, drained",261,5.2,0.3,0.6,6.1
"1250","Potato, chips, regular, fast food outlet, deep fried, blended oil, salted",944,3.8,10.1,0,3
"1251","Potato, chips, regular, fast food outlet, deep fried, monounsaturated oil, salted",1021,3.8,12.2,0,3
"1252","Potato, chips, regular, independent takeaway outlet, deep fried, blended oil, salted",997,3.8,11.6,0,3
"1253","Potato, chips, regular, purchased frozen, baked, no added fat",1087,4.8,5.4,0,4.6
"1254","Potato, coliban, peeled, raw",243,2,0,0.5,1.1
"1255","Potato, coliban, peeled, baked, no added fat",368,3,0,0.8,1.7
"1256","Potato, coliban, peeled, boiled, drained",234,1,0,0,2
"1257","Potato, desiree, peeled, raw",240,2.3,0,0.9,1.7
"1258","Potato, desiree, peeled, baked, no added fat",364,3.5,0,1.4,2.6
"1259","Potato, desiree, peeled, boiled, drained",245,2.3,0,0.9,1.7
"1260","Potato, new, peeled, raw",272,2.3,0.1,0.3,1.1
"1261","Potato, new, peeled, baked, no added fat",413,3.5,0.2,0.5,1.7
"1262","Potato, new, peeled, boiled, drained",282,2.5,0.1,0.3,2.3
"1263","Potato, pale skin, peeled, raw",243,2,0,0.5,1.1
"1264","Potato, pale skin, peeled, baked, no added fat",368,3,0,0.8,1.7
"1265","Potato, pale skin, peeled, boiled, drained",267,1.5,0.1,0,2.1
"1266","Potato, pontiac, peeled, raw",278,2.4,0.1,0.3,2.1
"1267","Potato, pontiac, peeled, baked, no added fat",421,3.6,0.2,0.5,3.2
"1268","Potato, pontiac, peeled, boiled, drained",283,2.4,0.1,0.3,2.1
"1269","Potato, red skin, peeled, raw",240,2.3,0,0.9,1.7
"1270","Potato, red skin, peeled, baked, no added fat",364,3.5,0,1.4,2.6
"1271","Potato, red skin, peeled, boiled, drained",298,2,0,0,2.4
"1272","Potato, sebago, peeled, raw",303,2.5,0.2,0.2,2.2
"1273","Potato, sebago, peeled, baked, no added fat",460,3.8,0.2,0.4,3.3
"1274","Potato, sebago, peeled, boiled, drained",304,2.5,0.4,0.3,2.5
"1275","Potato, fries, fast food outlet, deep fried, monounsaturated oil, salted",1323,4.8,16.4,0,3.1
"1276","Potato, fries, independent takeaway outlet, deep fried, blended oil, salted",1361,4.8,17.4,0,3.1
"1277","Pumpkin, butternut, peeled, fresh, raw",189,2.1,0.6,0.2,1.8
"1278","Pumpkin, butternut, peeled, fresh, baked, no added fat",222,2.5,0.7,0.2,2.1
"1279","Pumpkin, butternut, peeled, fresh, boiled, drained",197,2.2,0.6,0.2,1.9
"1280","Pumpkin, golden nugget, peeled, fresh, raw",124,2.2,0.3,1.2,1.1
"1281","Pumpkin, golden nugget, peeled, fresh, baked, no added fat",146,2.6,0.4,1.4,1.3
"1282","Pumpkin, golden nugget, peeled, fresh, boiled, drained",129,2.3,0.3,1.2,1.1
"1283","Pumpkin, jarrahdale, peeled, fresh, raw",111,0.7,0.1,3.3,1.6
"1284","Pumpkin, jarrahdale, peeled, fresh, baked, no added fat",131,0.8,0.1,3.9,1.9
"1285","Pumpkin, jarrahdale, peeled, fresh, boiled, drained",116,0.7,0.1,3.4,1.7
"1286","Pumpkin, peeled, fresh, raw",158,1.7,0.3,1.6,1.8
"1287","Pumpkin, peeled, fresh, baked, no added fat",186,2,0.4,1.9,2.1
"1288","Pumpkin, peeled, fresh, boiled, drained",164,1.8,0.3,1.6,1.9
"1289","Pumpkin, Queensland blue, peeled, fresh, raw",208,2,0.3,1.6,2.7
"1290","Pumpkin, Queensland blue, peeled, fresh, baked, no added fat",244,2.4,0.4,1.9,3.2
"1291","Pumpkin, Queensland blue, peeled, fresh, boiled, drained",216,2.1,0.3,1.7,2.8
"1292","Radish, red skinned, unpeeled, raw",62,0.8,0.2,1.1,1.1
"1293","Radish, white skinned, peeled, raw",86,0.7,0.3,1.4,1.8
"1294","Rocket, fresh, raw",91,3.3,0.3,0.3,2.4
"1295","Seaweed, nori, dried",1266,46.7,4.3,0,34.3
"1296","Seaweed, boiled, drained",228,8.4,0.8,0,6.2
"1297","Shallot, peeled, fresh, raw",107,1.5,0.1,1.5,2.9
"1298","Shallot, peeled, fresh, fried, no added fat",172,2.4,0.2,2.4,4.7
"1299","Silverbeet, fresh, raw",66,1.5,0.2,0.5,2
"1300","Silverbeet, fresh, boiled, drained",77,1.8,0.2,0.6,2.3
"1301","Snow pea, fresh, raw",157,3,0.2,2.4,2.6
"1302","Snow pea, fresh, fried, no added fat",196,3.8,0.2,3,3.2
"1303","Snow pea, fresh, boiled, drained",169,3.2,0.2,2.6,2.8
"1304","Spinach, baby, fresh, raw",68,2.8,0,0,2.5
"1305","Spinach, Mature English, fresh, raw",82,2.4,0.3,0.4,2.5
"1306","Spinach, Mature English, fresh, boiled, drained",97,2.8,0.4,0.5,2.9
"1307","Spinach, water, fresh, raw",110,2.9,0.5,0.2,2.8
"1308","Sprout, alfalfa, fresh, raw",91,3.2,0.3,0.2,2.2
"1309","Sprout, bean, fresh, raw",94,3.1,0.1,0.5,1.3
"1310","Squash, button, fresh, raw",110,2.7,0.2,1.5,0.5
"1311","Squash, button, fresh, boiled, drained",131,3.2,0.2,1.8,0.6
"1312","Squash, scallopini, fresh, raw",84,2.2,0.2,0.9,0.5
"1313","Squash, scallopini, fresh, boiled, drained",100,2.6,0.2,1.1,0.6
"1314","Swede, peeled, fresh, raw",93,0.9,0,1.9,2.2
"1315","Swede, peeled, fresh, boiled, drained",100,1,0,2,2.4
"1316","Sweet potato, orange flesh, peeled, fresh, raw",293,1.9,0.1,1.7,2.6
"1317","Sweet potato, orange flesh, peeled, fresh, baked, no added fat",357,2.3,0.1,2.1,3.1
"1318","Sweet potato, orange flesh, peeled, fresh, boiled, drained",315,2,0.1,1.8,2.7
"1319","Taro, peeled, fresh, raw",469,1.9,0.2,0.2,3.5
"1320","Taro, peeled, fresh, boiled, drained",504,2,0.2,0.2,3.8
"1321","Tomato, cherry, raw",65,0.5,0.1,1,1.7
"1322","Tomato, common, raw",73,0.6,0,1.1,1.1
"1323","Tomato, roma, raw",74,1,0.1,1.1,1.2
"1324","Tomato, paste, with added salt",277,3.1,0.3,4.4,3.5
"1325","Tomato, paste, no added salt",266,3.4,0.5,4.3,3.6
"1326","Tomato, sundried",1101,11.2,4.6,13,14.7
"1327","Tomato, whole, canned in tomato juice, undrained",80,0.9,0,1.4,1
"1328","Tomato, whole, canned in tomato juice, drained",88,0.8,0.3,1.3,1.3
"1329","Turnip, white, peeled, fresh, raw",94,1.3,0,1.7,1.7
"1330","Turnip, white, peeled, fresh, boiled, no added fat",101,1.4,0,1.8,1.8
"1331","Water chestnut, peeled, canned, drained",219,0.6,0.9,0.7,2.7
"1332","Watercress, raw",110,2.9,0.4,0.4,3.8
"1333","Zucchini, green skin, fresh, unpeeled, raw",65,0.9,0.3,0.8,1.1
"1334","Zucchini, green skin, fresh, unpeeled, fried, no added fat",92,1.3,0.4,1.1,1.6
"1335","Zucchini, green skin, fresh, unpeeled, boiled, drained",77,1.1,0.4,1,1.3
"1336","Zucchini, golden, fresh, unpeeled, raw",78,2.2,0.3,0.5,1
"1337","Zucchini, golden, fresh, unpeeled, fried, no added fat",111,3.1,0.4,0.7,1.4
"1338","Zucchini, golden, fresh, unpeeled, boiled, drained",93,2.6,0.4,0.6,1.2
